,Unnamed: 0,participant_id,task_idx,task_status,results_responses,results_rt,results_ind_switch,results_indtask,results_trial_target,results_ind_switch_clean,nb_correct_total_answer,nb_correct_relative_answer,nb_correct_parity_answer,nb_total,nb_parity,nb_relative,errors_in_switch,total_error,accuracy,mean_RT
0,0,15,3,PRE_TEST,"[1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1]","[750, 666, 750, 767, 700, 667, 1083, 700, 752, 565, 666, 617, 1132, 467, 548, 1017, 633, 582, 582, 534, 850, 902, 832, 483, 766, 599, 600, 466, 617, 1166, 650, 650, 601, 600, 484, 383, 550, 467, 467, 683, 633, 549, 652, 667, 416, 834, 632, 468, 1032, 550, 450, 400, 484, 533, 532, 632, 649, 700, 433, 384, 484, 400, 468, 565, 516, 1033, 1967, 900, 517, 501, 399, 500, 450, 667, 633, 567, 451, 782, 600, 683, 884, 617, 467, 750, 550, 467, 534, 667, 616, 717, 883, 651, 1251, 481, 850, 549, 533, 967, 533]","1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1]","[1, 2, 8, 1, 6, 4, 3, 3, 8, 8, 6, 1, 3, 6, 1, 8, 1, 3, 3, 2, 6, 9, 7, 7, 4, 4, 7, 3, 6, 9, 4, 6, 4, 9, 1, 6, 9, 6, 4, 9, 9, 2, 6, 2, 2, 7, 6, 1, 8, 8, 6, 3, 2, 8, 1, 3, 3, 2, 2, 2, 8, 9, 6, 3, 2, 7, 6, 4, 1, 2, 2, 7, 3, 6, 2, 8, 1, 4, 8, 8, 7, 6, 7, 2, 4, 6, 9, 2, 2, 4, 7, 4, 7, 1, 3, 6, 7, 3, 1]","[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1]",94,49,45,99,46,53,0,5,0.9494949494949495,653.2727272727273
1,1,15,3,POST_TEST,"[2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2]","[901, 399, 501, 750, 617, 501, 534, 1016, 567, 2282, 649, 450, 549, 667, 452, 667, 798, 432, 534, 450, 484, 549, 399, 466, 401, 634, 633, 417, 616, 568, 417, 467, 649, 517, 1216, 517, 617, 450, 884, 584, 432, 566, 533, 649, 865, 1098, 650, 666, 1117, 1016, 732, 500, 801, 517, 733, 417, 433, 483, 566, 1118, 649, 432, 532, 500, 667, 483, 850, 368, 749, 566, 400, 600, 501, 716, 434, 483, 633, 633, 517, 565, 601, 415, 684, 533, 465, 700, 1201, 1567, 465, 1001, 716, 599, 832, 467, 950, 701, 398, 584, 653]","1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1","[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[2, 8, 9, 9, 9, 8, 3, 8, 1, 7, 4, 3, 1, 7, 2, 3, 2, 9, 2, 9, 6, 8, 1, 7, 3, 4, 6, 2, 7, 1, 1, 8, 1, 2, 2, 4, 8, 9, 2, 6, 3, 4, 3, 4, 8, 9, 1, 7, 4, 6, 2, 1, 6, 7, 3, 2, 2, 2, 2, 6, 7, 7, 2, 9, 6, 1, 7, 7, 3, 1, 3, 3, 8, 9, 2, 9, 3, 1, 4, 7, 4, 4, 9, 6, 2, 3, 2, 9, 1, 9, 8, 9, 7, 3, 8, 7, 7, 3, 4]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1]",90,39,51,99,53,46,0,9,0.9090909090909091,645.4848484848485
2,2,51,1,PRE_TEST,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 1]","[983, 549, 533, 550, 517, 450, 433, 966, 1000, 683, 517, 1600, 649, 1183, 600, 537, 667, 634, 999, 800, 817, 1199, 900, 767, 766, 750, 783, 500, 700, 516, 483, 699, 450, 1036, 935, 467, 483, 533, 483, 433, 416, 750, 983, 766, 817, 735, 666, 516, 716, 516, 1333, 1583, 499, 900, 966, 400, 1083, 470, 451, 483, 1066, 583, 816, 1299, 807, 882, 1216, 1133, 666, 649, 550, 617, 703, 617, 617, 583, 700, 600, 949, 683, 583, 535, 466, 785, 600, 617, 883, 1100, 581, 450, 616, 1135, 450, 550, 568, 1199, 600, 683, 417]","0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1]","[9, 7, 2, 7, 3, 3, 4, 9, 4, 2, 2, 4, 4, 9, 7, 4, 6, 7, 6, 2, 1, 3, 8, 7, 4, 8, 7, 7, 9, 1, 1, 4, 2, 6, 1, 6, 1, 8, 3, 7, 7, 2, 9, 6, 1, 9, 1, 8, 6, 3, 6, 1, 1, 3, 6, 6, 2, 4, 3, 9, 8, 7, 4, 3, 6, 9, 4, 3, 9, 2, 7, 3, 7, 4, 2, 4, 1, 2, 3, 9, 8, 4, 2, 2, 6, 4, 2, 1, 8, 8, 9, 7, 4, 3, 2, 7, 7, 9, 1]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]",88,37,51,99,52,47,2,11,0.8888888888888888,728.8181818181819
3,3,51,1,POST_TEST,"[2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1]","[1316, 399, 383, 615, 383, 350, 616, 582, 417, 833, 483, 450, 832, 550, 601, 666, 450, 417, 533, 983, 700, 451, 515, 767, 932, 482, 750, 1264, 850, 483, 449, 483, 565, 1215, 716, 488, 484, 516, 501, 483, 849, 584, 765, 600, 900, 816, 483, 416, 483, 683, 550, 633, 783, 483, 1134, 1283, 816, 1199, 633, 666, 567, 471, 433, 483, 500, 1050, 1066, 733, 750, 450, 498, 417, 434, 400, 650, 550, 416, 700, 700, 651, 584, 450, 434, 566, 400, 577, 632, 1316, 1033, 1183, 1399, 1981, 733, 566, 650, 1233, 650, 516, 483]","1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0","[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1]","[8, 8, 8, 3, 3, 3, 9, 1, 6, 3, 4, 8, 2, 4, 3, 8, 6, 8, 4, 2, 7, 4, 1, 6, 9, 8, 9, 9, 1, 1, 9, 1, 6, 2, 1, 6, 7, 3, 2, 1, 6, 7, 3, 4, 6, 3, 9, 6, 9, 2, 8, 8, 4, 9, 7, 8, 2, 7, 4, 1, 4, 8, 8, 3, 9, 3, 7, 4, 8, 2, 1, 8, 9, 2, 9, 3, 8, 7, 9, 2, 2, 8, 8, 6, 6, 7, 1, 8, 7, 1, 9, 3, 4, 9, 9, 6, 1, 4, 3]","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]",90,40,50,99,51,48,0,9,0.9090909090909091,676.939393939394
4,4,48,0,PRE_TEST,"[2, 1, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2]","[5784, 934, 800, 866, 1133, 1083, 750, 2315, 933, 1367, 1433, 1217, 1300, 900, 849, 783, 1100, 816, 1384, 1100, 2033, 1100, 1517, 1984, 1034, 783, 833, 1017, 900, 966, 984, 1934, 883, 2234, 767, 751, 933, 800, 983, 950, 700, 684, 1267, 917, 967, 1067, 867, 1183, 967, 1116, 1017, 833, 934, 850, 784, 1167, 899, 1100, 817, 850, 1400, 1334, 1633, 1217, 600, 1917, 1951, 1066, 766, 1333, 800, 750, 750, 784, 1333, 901, 1899, 783, 700, 984, 1317, 1418, 1451, 1167, 883, 1000, 884, 1432, 1033, 782, 1817, 734, 766, 1533, 1883, 951, 849, 1651, 901]","1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[8, 4, 7, 7, 3, 8, 6, 8, 7, 3, 9, 3, 6, 1, 1, 6, 4, 8, 7, 7, 2, 1, 9, 4, 9, 2, 2, 2, 9, 9, 9, 9, 3, 2, 6, 9, 9, 1, 8, 1, 9, 9, 9, 7, 1, 9, 3, 2, 4, 4, 6, 7, 1, 2, 4, 6, 4, 1, 9, 8, 3, 8, 2, 1, 1, 9, 7, 2, 3, 1, 2, 4, 8, 9, 9, 1, 8, 2, 3, 9, 7, 4, 7, 1, 9, 1, 3, 6, 2, 3, 1, 4, 6, 7, 1, 8, 8, 9, 6]","[0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]",91,45,46,99,46,53,0,8,0.9191919191919192,1157.2929292929293
5,5,48,0,POST_TEST,"[2, 2, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2]","[1550, 816, 599, 1000, 700, 600, 1583, 833, 683, 600, 1167, 1283, 1383, 733, 617, 1433, 1065, 1100, 684, 1184, 867, 850, 750, 966, 717, 767, 734, 983, 1200, 1850, 867, 750, 1266, 1467, 933, 683, 901, 600, 1466, 733, 1399, 832, 801, 683, 683, 883, 684, 733, 933, 1266, 1500, 616, 883, 699, 967, 750, 850, 966, 717, 1834, 1416, 817, 1184, 767, 1234, 751, 1667, 1032, 1382, 2767, 650, 667, 766, 1667, 1216, 783, 749, 749, 684, 984, 500, 716, 1000, 1000, 1234, 1284, 949, 1299, 1233, 666, 1117, 733, 716, 1001, 800, 683, 1100, 750, 917]","0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0","[1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[9, 8, 6, 3, 3, 9, 6, 1, 7, 9, 3, 2, 1, 4, 9, 8, 6, 2, 7, 2, 8, 9, 8, 2, 7, 7, 7, 4, 4, 3, 7, 2, 7, 2, 4, 4, 8, 9, 8, 1, 7, 2, 1, 1, 1, 4, 3, 6, 7, 1, 1, 1, 8, 2, 9, 7, 4, 1, 6, 6, 6, 1, 3, 4, 9, 4, 3, 2, 1, 6, 1, 1, 3, 4, 3, 2, 3, 3, 1, 9, 9, 6, 2, 3, 2, 9, 1, 6, 3, 3, 7, 3, 8, 2, 2, 4, 3, 2, 8]","[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",93,42,51,99,51,48,0,6,0.9393939393939394,982.5454545454545
6,6,68,2,PRE_TEST,"[1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2]","[1285, 946, 876, 1002, 918, 831, 945, 751, 786, 700, 802, 668, 567, 918, 534, 734, 732, 733, 485, 797, 632, 585, 500, 898, 696, 532, 951, 672, 649, 496, 654, 667, 1120, 1416, 984, 599, 699, 551, 537, 645, 500, 674, 540, 676, 574, 574, 501, 534, 550, 574, 567, 544, 603, 864, 500, 919, 554, 484, 599, 582, 457, 651, 640, 526, 584, 1019, 749, 694, 666, 554, 567, 583, 531, 499, 738, 500, 578, 529, 512, 546, 650, 548, 580, 666, 1000, 740, 792, 726, 526, 1058, 751, 1261, 681, 750, 746, 482, 586, 633, 568]","1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[3, 3, 1, 7, 3, 8, 1, 6, 1, 3, 3, 8, 4, 2, 6, 7, 1, 9, 2, 9, 7, 3, 8, 7, 2, 7, 4, 4, 3, 9, 2, 6, 4, 1, 7, 8, 4, 2, 2, 1, 8, 2, 2, 4, 3, 4, 8, 6, 2, 8, 2, 2, 1, 2, 8, 2, 4, 9, 2, 4, 3, 1, 4, 6, 7, 6, 8, 9, 9, 4, 3, 3, 9, 3, 4, 8, 9, 4, 4, 8, 2, 4, 7, 6, 9, 6, 8, 8, 2, 7, 9, 3, 7, 8, 9, 3, 3, 8, 8]","[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0]",89,43,46,99,46,53,0,10,0.898989898989899,689.6262626262626
